postcode,locality,state,dc,type,sa3,sa3_name,sa4,sa4_name,region,status,sa1_code_2021,sa1_name_2021,sa2_code_2021,sa2_name_2021,ra_2021,ra_2021_name,mmm_2019,ced,altitude,charge_zone,phn_code,phn_name,lga_region,lga_code,electorate,electorate_rating,state_electoral_code,state_electoral_name,area_km2,long,lat
3053,CARLTON,VIC,CARLTON DC,Delivery Area,20604.0,Melbourne City,206.0,Melbourne - Inner,R1,Updated 6-Feb-2020,20604111750.0,Carlton (Vic.),206041117.0,Carlton,20.0,Major Cities of Australia,1.0,Melbourne,,V1,PHN201,North Western Melbourne,Melbourne,24600.0,Melbourne,Inner Metropolitan,24703.0,Melbourne (Northern Metropolitan),1.7485101122625757,144.96816229954482,-37.80041857053532
3054,CARLTON NORTH,VIC,CARLTON DC,Delivery Area,20607.0,Yarra,206.0,Melbourne - Inner,R1,Updated 6-Feb-2020,20607114023.0,Carlton North,206071140.0,Carlton North - Princes Hill,20.0,Major Cities of Australia,1.0,Melbourne,40.5746612548828,V1,PHN201,North Western Melbourne,Moreland,25250.0,Melbourne,Inner Metropolitan,21403.0,Brunswick (Northern Metropolitan),2.304114662156832,144.96812650096143,-37.78571166691257
3055,BRUNSWICK WEST,VIC,PRESTON DC,Delivery Area,20603.0,Essendon,206.0,Melbourne - Inner,R1,Updated 6-Feb-2020,20601149621.0,Brunswick West,206011496.0,Brunswick - South,20.0,Major Cities of Australia,1.0,Wills,,V1,PHN201,North Western Melbourne,Moreland,25250.0,Wills,Inner Metropolitan,26603.0,Pascoe Vale (Northern Metropolitan),3.2325340290734776,144.9427266382189,-37.76332724654242
3056,BRUNSWICK,VIC,PRESTON DC,Delivery Area,20601.0,Brunswick - Coburg,206.0,Melbourne - Inner,R1,Updated 6-Feb-2020,20601149628.0,Brunswick (Vic.),206011496.0,Brunswick - South,20.0,Major Cities of Australia,1.0,Wills,45.3728637695313,V1,PHN201,North Western Melbourne,Moreland,25250.0,Wills,Inner Metropolitan,21403.0,Brunswick (Northern Metropolitan),4.983745999258018,144.96124160060882,-37.76636056726026
3057,BRUNSWICK EAST,VIC,PRESTON DC,Delivery Area,20601.0,Brunswick - Coburg,206.0,Melbourne - Inner,R1,Updated 6-Feb-2020,20601149627.0,Brunswick East,206011496.0,Brunswick - South,20.0,Major Cities of Australia,1.0,Wills,,V1,PHN201,North Western Melbourne,Moreland,25250.0,Wills,Inner Metropolitan,21403.0,Brunswick (Northern Metropolitan),2.2571176840893976,144.97742630173062,-37.76897646809032
3058,BATMAN,VIC,PRESTON DC,Delivery Area,21003.0,Moreland - North,210.0,Melbourne - North West,R1,Updated 6-Feb-2020,21003123618.0,Coburg North,210031236.0,Coburg North,20.0,Major Cities of Australia,1.0,Wills,,V1,PHN201,North Western Melbourne,Darebin,21890.0,Wills,Inner Metropolitan,27003.0,Preston (Northern Metropolitan),11.701319837316763,144.96568231316306,-37.73757912741178
3059,GREENVALE,VIC,SOMERTON DC,Delivery Area,21005.0,Tullamarine - Broadmeadows,210.0,Melbourne - North West,R1,Updated 6-Feb-2020,21005124656.0,Greenvale (Vic.),210051246.0,Greenvale - Bulla,20.0,Major Cities of Australia,1.0,Calwell,,V1,PHN201,North Western Melbourne,Hume,23270.0,Calwell,Outer Metropolitan,23503.0,Greenvale (Northern Metropolitan),30.56275357320667,144.87983260922755,-37.63663461502573
3060,FAWKNER,VIC,PRESTON DC,Delivery Area,21005.0,Tullamarine - Broadmeadows,210.0,Melbourne - North West,R1,Updated 6-Feb-2020,21005124321.0,Fawkner,210051243.0,Campbellfield - Coolaroo,20.0,Major Cities of Australia,1.0,Wills,,V1,PHN201,North Western Melbourne,Hume,23270.0,Wills,Inner Metropolitan,21303.0,Broadmeadows (Northern Metropolitan),5.230299238078839,144.96938855419282,-37.704836996558456
3061,CAMPBELLFIELD,VIC,SOMERTON DC,Delivery Area,21005.0,Tullamarine - Broadmeadows,210.0,Melbourne - North West,R1,Updated 6-Feb-2020,21005124343.0,Campbellfield,210051243.0,Campbellfield - Coolaroo,20.0,Major Cities of Australia,1.0,Calwell,133.802490234375,V1,PHN201,North Western Melbourne,Hume,23270.0,Calwell,Outer Metropolitan,21303.0,Broadmeadows (Northern Metropolitan),12.247278549765742,144.95953348381954,-37.66385720789842
3062,SOMERTON,VIC,SOMERTON DC,Delivery Area,21005.0,Tullamarine - Broadmeadows,210.0,Melbourne - North West,R1,Updated 6-Feb-2020,21005154406.0,Somerton (Vic.),210051544.0,Roxburgh Park (South) - Somerton,20.0,Major Cities of Australia,1.0,Calwell,171.260986328125,V1,PHN201,North Western Melbourne,Hume,23270.0,Calwell,Outer Metropolitan,23503.0,Greenvale (Northern Metropolitan),5.4101145442797325,144.9507630095825,-37.634683327876616
3063,OAKLANDS JUNCTION,VIC,SOMERTON DC,Delivery Area,21005.0,Tullamarine - Broadmeadows,210.0,Melbourne - North West,R1,Updated 6-Feb-2020,21005144542.0,Yuroke,210051445.0,Mickleham - Yuroke,20.0,Major Cities of Australia,1.0,Calwell,226.891220092773,V1,PHN201,North Western Melbourne,Hume,23270.0,McEwen,Rural,28007.0,Sunbury (Western Metropolitan),45.0389975402062,144.8448239837019,-37.58931880632889
3064,CRAIGIEBURN,VIC,SOMERTON DC,Delivery Area,21005.0,Tullamarine - Broadmeadows,210.0,Melbourne - North West,R1,Updated 6-Feb-2020,21005154532.0,Roxburgh Park,210051545.0,Roxburgh Park - North,20.0,Major Cities of Australia,1.0,Calwell,225.330551147461,V1,PHN202,Eastern Melbourne,Whittlesea,27070.0,McEwen,Rural,28804.0,Yan Yean (Northern Victoria),132.21827971823677,144.93297194083542,-37.55617471264722
3065,FITZROY,VIC,FITZROY DC,Delivery Area,20607.0,Yarra,206.0,Melbourne - Inner,R1,Updated 6-Feb-2020,20607114324.0,Fitzroy North,206071143.0,Fitzroy North,20.0,Major Cities of Australia,1.0,Melbourne,33.3987197875977,V1,PHN201,North Western Melbourne,Yarra,27350.0,Melbourne,Inner Metropolitan,27103.0,Richmond (Northern Metropolitan),1.419046019742052,144.97919226930586,-37.80082325359415
3066,COLLINGWOOD,VIC,FITZROY DC,Delivery Area,20607.0,Yarra,206.0,Melbourne - Inner,R1,Updated 6-Feb-2020,20607114521.0,Clifton Hill,206071145.0,Clifton Hill - Alphington,20.0,Major Cities of Australia,1.0,Melbourne,19.6189155578613,V1,PHN201,North Western Melbourne,Yarra,27350.0,Melbourne,Inner Metropolitan,27103.0,Richmond (Northern Metropolitan),1.3265532741763857,144.98822488598194,-37.80175289472814
3067,ABBOTSFORD,VIC,FITZROY DC,Delivery Area,20607.0,Yarra,206.0,Melbourne - Inner,R1,Updated 6-Feb-2020,20607114522.0,Clifton Hill,206071145.0,Clifton Hill - Alphington,20.0,Major Cities of Australia,1.0,Melbourne,18.9807987213135,V1,PHN201,North Western Melbourne,Yarra,27350.0,Melbourne,Inner Metropolitan,27103.0,Richmond (Northern Metropolitan),1.8304042406612788,144.99963019420449,-37.804152551088194
3068,CLIFTON HILL,VIC,FITZROY DC,Delivery Area,20607.0,Yarra,206.0,Melbourne - Inner,R1,Updated 6-Feb-2020,20607114523.0,Clifton Hill,206071145.0,Clifton Hill - Alphington,20.0,Major Cities of Australia,1.0,Melbourne,,V1,PHN201,North Western Melbourne,Moreland,25250.0,Wills,Inner Metropolitan,27103.0,Richmond (Northern Metropolitan),4.052999810847823,144.98964713653473,-37.78630403328107
3070,NORTHCOTE,VIC,PRESTON DC,Delivery Area,20607.0,Yarra,206.0,Melbourne - Inner,R1,Updated 6-Feb-2020,20602150024.0,Northcote,206021500.0,Northcote - West,20.0,Major Cities of Australia,1.0,Cooper,60.5349388122559,V1,PHN201,North Western Melbourne,Moreland,25250.0,Cooper,Inner Metropolitan,26203.0,Northcote (Northern Metropolitan),6.009399332411855,145.00048692745517,-37.77252385033454
